Name,State,Created,Runtime,Sweep,batch_size,body_site,normalize_X,normalize_y,num_epochs,num_layers,optimizer,test_split,accuracy,accuracy_std,fold_1_test_accuracy,fold_1_test_mae,fold_1_test_r2,fold_2_test_accuracy,fold_2_test_mae,fold_2_test_r2,fold_3_test_accuracy,fold_3_test_mae,fold_3_test_r2,fold_4_test_accuracy,fold_4_test_mae,fold_4_test_r2,fold_5_test_accuracy,fold_5_test_mae,fold_5_test_r2,mae,mae_std,r2,r2_std,train_classification_loss,train_regression_loss,val_accuracy,val_classification_loss,val_mae,val_regression_loss,fold_10_test_accuracy,fold_10_test_mae,fold_10_test_r2,fold_6_test_accuracy,fold_6_test_mae,fold_6_test_r2,fold_7_test_accuracy,fold_7_test_mae,fold_7_test_r2,fold_8_test_accuracy,fold_8_test_mae,fold_8_test_r2,fold_9_test_accuracy,fold_9_test_mae,fold_9_test_r2
worthy-frog-1092,finished,2025-01-28T03:27:40.000Z,668,,4096,stool,FALSE,TRUE,1000,1,torch.optim.sgd.SGD,0.2,0.8920962199312715,0.016829302528551474,0.9246575342465754,9.543288230895996,0.4240571856498718,0.863013699,10.26917552947998,0.34340357780456543,0.9103448275862068,10.443255424499512,0.38557684421539307,0.8767123287671232,10.273492813110352,0.1865372657775879,0.9047619047619048,9.729008674621582,0.3449956178665161,10.213524420564529,0.6317965084539221,0.31962251512013007,0.095487021,0.1235249489545822,0.028036155,0.9011406844106464,0.30563220381736755,10.159372329711914,0.043446518,0.8888888888888888,9.469373703,0.40896904468536377,0.8835616438356164,10.899369239807127,0.2921822667121887,0.896551724,9.965070724487305,0.32527726888656616,0.8827586206896552,11.64906120300293,0.10056644678115843,0.8896551724137931,9.894795417785645,0.34061741828918457
